GeneID	Symbol	Description	Synonyms	GeneType	EnsemblGeneID	Status	ChrAcc	ChrStart	ChrStop	Orientation	Length	GOFunctionID	GOProcessID	GOComponentID	GOFunction	GOProcess	GOComponent
27347	STK39	serine/threonine kinase 39	DCHT|PASK|SPAK	protein-coding	ENSG00000198648	active	NC_000002.12	167954020	168247595	negative	10985	GO:0004674///GO:0005515///GO:0005524///GO:0016301///GO:0106310	GO:0002021///GO:0006468///GO:0006954///GO:0007165///GO:0008217///GO:0010820///GO:0018105///GO:0018107///GO:0030644///GO:0032414///GO:0035556///GO:0035725///GO:0035865///GO:0036438///GO:0038146///GO:0042116///GO:0046777///GO:0050727///GO:0071476///GO:0090188///GO:1900745///GO:1901017///GO:1901380///GO:1904044///GO:1905408///GO:1990869///GO:2000650	GO:0005654///GO:0005737///GO:0005829///GO:0016323///GO:0016324///GO:0019898///GO:0043231///GO:0044297	protein serine/threonine kinase activity///protein binding///ATP binding///kinase activity///protein serine kinase activity	response to dietary excess///protein phosphorylation///inflammatory response///signal transduction///regulation of blood pressure///positive regulation of T cell chemotaxis///peptidyl-serine phosphorylation///peptidyl-threonine phosphorylation///cellular chloride ion homeostasis///positive regulation of ion transmembrane transporter activity///intracellular signal transduction///sodium ion transmembrane transport///cellular response to potassium ion///maintenance of lens transparency///chemokine (C-X-C motif) ligand 12 signaling pathway///macrophage activation///protein autophosphorylation///regulation of inflammatory response///cellular hypotonic response///negative regulation of pancreatic juice secretion///positive regulation of p38MAPK cascade///negative regulation of potassium ion transmembrane transporter activity///negative regulation of potassium ion transmembrane transport///response to aldosterone///negative regulation of creatine transmembrane transporter activity///cellular response to chemokine///negative regulation of sodium ion transmembrane transporter activity	nucleoplasm///cytoplasm///cytosol///basolateral plasma membrane///apical plasma membrane///extrinsic component of membrane///intracellular membrane-bounded organelle///cell body
107985959	LOC107985959	uncharacterized LOC107985959		ncRNA		active	NC_000002.12	168247752	168267315	positive	1225						
105373733	LOC105373733	replaced by ID 105373734				secondary	NC_000002.12	168341189	168344168	negative	1476						
105373734	LOC105373734	uncharacterized LOC105373734		ncRNA		active	NC_000002.12	168344314	168422598	negative	1939						
102724081	LOC102724081	uncharacterized LOC102724081		ncRNA		active	NC_000002.12	168422617	168457158	negative	6511						
253782	CERS6	ceramide synthase 6	CERS5|LASS6	protein-coding	ENSG00000172292	active	NC_000002.12	168455862	168775134	positive	10859	GO:0003677///GO:0005515///GO:0016410///GO:0050291	GO:0006954///GO:0030148///GO:0046513	GO:0005783///GO:0005789///GO:0016020	DNA binding///protein binding///N-acyltransferase activity///sphingosine N-acyltransferase activity	inflammatory response///sphingolipid biosynthetic process///ceramide biosynthetic process	endoplasmic reticulum///endoplasmic reticulum membrane///membrane
100616356	MIR4774	microRNA 4774		ncRNA	ENSG00000265694	active	NC_000002.12	168582943	168583018	positive	76						
100861402	CERS6-AS1	CERS6 antisense RNA 1		ncRNA	ENSG00000227617	active	NC_000002.12	168771951	168786429	negative	2985						
115677	NOSTRIN	nitric oxide synthase trafficking	DaIP2	protein-coding	ENSG00000163072	active	NC_000002.12	168786539	168865339	positive	4311	GO:0003677///GO:0005515	GO:0007165///GO:0016191///GO:0045892	GO:0005634///GO:0005737///GO:0005856///GO:0005886///GO:0030666///GO:0098793///GO:0098978	DNA binding///protein binding	signal transduction///synaptic vesicle uncoating///negative regulation of DNA-templated transcription	nucleus///cytoplasm///cytoskeleton///plasma membrane///endocytic vesicle membrane///presynapse///glutamatergic synapse
57405	SPC25	SPC25 component of NDC80 kinetochore complex	AD024|SPBC25|hSpc25	protein-coding	ENSG00000152253	active	NC_000002.12	168865045	168890443	negative	1707	GO:0005515	GO:0007052///GO:0007059///GO:0007094///GO:0008608///GO:0051301	GO:0000776///GO:0005634///GO:0005829///GO:0031262	protein binding	mitotic spindle organization///chromosome segregation///mitotic spindle assembly checkpoint signaling///attachment of spindle microtubules to kinetochore///cell division	kinetochore///nucleus///cytosol///Ndc80 complex
57818	G6PC2	glucose-6-phosphatase catalytic subunit 2	IGRP	protein-coding	ENSG00000152254	active	NC_000002.12	168901223	168910000	positive	3098	GO:0004346	GO:0006094///GO:0042593///GO:0050796///GO:0051156	GO:0005789///GO:0016020	glucose-6-phosphatase activity	gluconeogenesis///glucose homeostasis///regulation of insulin secretion///glucose 6-phosphate metabolic process	endoplasmic reticulum membrane///membrane
8647	ABCB11	ATP binding cassette subfamily B member 11	ABC16|BRIC2|BSEP|PFIC-2|PFIC2|PGY4|SPGP	protein-coding	ENSG00000073734	active	NC_000002.12	168915468	169031396	negative	7643	GO:0005515///GO:0005524///GO:0008559///GO:0015125///GO:0015126///GO:0015144///GO:0015432///GO:0042626	GO:0006631///GO:0006699///GO:0006805///GO:0006855///GO:0006979///GO:0008206///GO:0010468///GO:0015721///GO:0015722///GO:0016567///GO:0031998///GO:0034219///GO:0038183///GO:0042632///GO:0043627///GO:0045471///GO:0046618///GO:0055085///GO:0055088///GO:0055091///GO:0120189///GO:1904251///GO:1904486	GO:0000139///GO:0005768///GO:0005886///GO:0009986///GO:0016020///GO:0016323///GO:0016324///GO:0046581///GO:0046691///GO:0055037///GO:0055038///GO:0070062	protein binding///ATP binding///ABC-type xenobiotic transporter activity///bile acid transmembrane transporter activity///canalicular bile acid transmembrane transporter activity///carbohydrate transmembrane transporter activity///ABC-type bile acid transporter activity///ATPase-coupled transmembrane transporter activity	fatty acid metabolic process///bile acid biosynthetic process///xenobiotic metabolic process///xenobiotic transmembrane transport///response to oxidative stress///bile acid metabolic process///regulation of gene expression///bile acid and bile salt transport///canalicular bile acid transport///protein ubiquitination///regulation of fatty acid beta-oxidation///carbohydrate transmembrane transport///bile acid signaling pathway///cholesterol homeostasis///response to estrogen///response to ethanol///xenobiotic export from cell///transmembrane transport///lipid homeostasis///phospholipid homeostasis///positive regulation of bile acid secretion///regulation of bile acid metabolic process///response to 17alpha-ethynylestradiol	Golgi membrane///endosome///plasma membrane///cell surface///membrane///basolateral plasma membrane///apical plasma membrane///intercellular canaliculus///intracellular canaliculus///recycling endosome///recycling endosome membrane///extracellular exosome
10170	DHRS9	dehydrogenase/reductase 9	3-alpha-HSD|3ALPHA-HSD|RDH-E2|RDH-TBE|RDH15|RDHL|RDHTBE|RETSDR8|SDR9C4	protein-coding	ENSG00000073737	active	NC_000002.12	169067077	169096167	positive	2244	GO:0004022///GO:0004745///GO:0016491///GO:0016854///GO:0047023///GO:0047035///GO:0047044	GO:0008202///GO:0008209///GO:0030855///GO:0042448///GO:0042572///GO:0042904	GO:0005789///GO:0043231	alcohol dehydrogenase (NAD+) activity///NAD-retinol dehydrogenase activity///oxidoreductase activity///racemase and epimerase activity///androsterone dehydrogenase activity///testosterone dehydrogenase (NAD+) activity///androstan-3-alpha,17-beta-diol dehydrogenase activity	steroid metabolic process///androgen metabolic process///epithelial cell differentiation///progesterone metabolic process///retinol metabolic process///9-cis-retinoic acid biosynthetic process	endoplasmic reticulum membrane///intracellular membrane-bounded organelle
4036	LRP2	LDL receptor related protein 2	DBS|GP330|LRP-2	protein-coding	ENSG00000081479	active	NC_000002.12	169127109	169362597	negative	15766	GO:0005041///GO:0005509///GO:0005515///GO:0017124///GO:0031994///GO:0038024///GO:0042562///GO:0051087///GO:0140318	GO:0001523///GO:0001822///GO:0001843///GO:0003139///GO:0003148///GO:0003223///GO:0003281///GO:0006629///GO:0006897///GO:0006898///GO:0007605///GO:0008283///GO:0008584///GO:0015031///GO:0015889///GO:0030001///GO:0030514///GO:0030900///GO:0034311///GO:0035904///GO:0042359///GO:0043066///GO:0044321///GO:0045056///GO:0050769///GO:0051897///GO:0060068///GO:0060982///GO:0061156///GO:0070447///GO:0071363///GO:0097242///GO:0140058///GO:0150104///GO:1904447///GO:1905167	GO:0005764///GO:0005765///GO:0005783///GO:0005794///GO:0005886///GO:0005905///GO:0009897///GO:0016324///GO:0030424///GO:0030425///GO:0030669///GO:0031526///GO:0031904///GO:0043235///GO:0070062	low-density lipoprotein particle receptor activity///calcium ion binding///protein binding///SH3 domain binding///insulin-like growth factor I binding///cargo receptor activity///hormone binding///chaperone binding///protein transporter activity	retinoid metabolic process///kidney development///neural tube closure///secondary heart field specification///outflow tract septum morphogenesis///ventricular compact myocardium morphogenesis///ventricular septum development///lipid metabolic process///endocytosis///receptor-mediated endocytosis///sensory perception of sound///cell population proliferation///male gonad development///protein transport///cobalamin transport///metal ion transport///negative regulation of BMP signaling pathway///forebrain development///diol metabolic process///aorta development///vitamin D metabolic process///negative regulation of apoptotic process///response to leptin///transcytosis///positive regulation of neurogenesis///positive regulation of protein kinase B signaling///vagina development///coronary artery morphogenesis///pulmonary artery morphogenesis///positive regulation of oligodendrocyte progenitor proliferation///cellular response to growth factor stimulus///amyloid-beta clearance///neuron projection arborization///transport across blood-brain barrier///folate import across plasma membrane///positive regulation of lysosomal protein catabolic process	lysosome///lysosomal membrane///endoplasmic reticulum///Golgi apparatus///plasma membrane///clathrin-coated pit///external side of plasma membrane///apical plasma membrane///axon///dendrite///clathrin-coated endocytic vesicle membrane///brush border membrane///endosome lumen///receptor complex///extracellular exosome
129880	BBS5	Bardet-Biedl syndrome 5		protein-coding	ENSG00000163093	active	NC_000002.12	169479494	169506655	positive	3159	GO:0005515///GO:0032266///GO:0061629	GO:0001947///GO:0007601///GO:0015031///GO:0032402///GO:0044458///GO:0046907///GO:0050896///GO:0060271	GO:0005829///GO:0005930///GO:0034451///GO:0034464///GO:0036064///GO:0060170	protein binding///phosphatidylinositol-3-phosphate binding///RNA polymerase II-specific DNA-binding transcription factor binding	heart looping///visual perception///protein transport///melanosome transport///motile cilium assembly///intracellular transport///response to stimulus///cilium assembly	cytosol///axoneme///centriolar satellite///BBSome///ciliary basal body///ciliary membrane
10324	KLHL41	kelch like family member 41	KBTBD10|Krp1|SARCOSIN	protein-coding	ENSG00000239474	active	NC_000002.12	169509702	169526258	positive	2460	GO:0005515	GO:0006941///GO:0016567///GO:0030239///GO:0031269///GO:0035914///GO:0045214///GO:0045661///GO:0048741///GO:2000291///GO:2001014	GO:0001726///GO:0005654///GO:0005737///GO:0005789///GO:0005829///GO:0005856///GO:0005886///GO:0031143///GO:0031430///GO:0031463///GO:0033017	protein binding	striated muscle contraction///protein ubiquitination///myofibril assembly///pseudopodium assembly///skeletal muscle cell differentiation///sarcomere organization///regulation of myoblast differentiation///skeletal muscle fiber development///regulation of myoblast proliferation///regulation of skeletal muscle cell differentiation	ruffle///nucleoplasm///cytoplasm///endoplasmic reticulum membrane///cytosol///cytoskeleton///plasma membrane///pseudopodium///M band///Cul3-RING ubiquitin ligase complex///sarcoplasmic reticulum membrane
79675	FASTKD1	FAST kinase domains 1		protein-coding	ENSG00000138399	active	NC_000002.12	169527880	169573921	negative	7680	GO:0003723///GO:0005515	GO:0000959///GO:0000963///GO:0044528	GO:0005739///GO:0005759///GO:0035770	RNA binding///protein binding	mitochondrial RNA metabolic process///mitochondrial RNA processing///regulation of mitochondrial mRNA stability	mitochondrion///mitochondrial matrix///ribonucleoprotein granule
9360	PPIG	peptidylprolyl isomerase G	CARS-Cyp|CYP|SCAF10|SRCyp	protein-coding	ENSG00000138398	active	NC_000002.12	169584343	169641406	positive	6713	GO:0003723///GO:0003755///GO:0005515///GO:0016018	GO:0000413///GO:0006457///GO:0008380	GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0016363///GO:0016607///GO:0043231	RNA binding///peptidyl-prolyl cis-trans isomerase activity///protein binding///cyclosporin A binding	protein peptidyl-prolyl isomerization///protein folding///RNA splicing	nucleus///nucleoplasm///cytoplasm///cytosol///nuclear matrix///nuclear speck///intracellular membrane-bounded organelle
129881	CFAP210	cilia and flagella associated protein 210	C2orf77|CCDC173	protein-coding	ENSG00000154479	active	NC_000002.12	169645425	169694405	negative	2254			GO:0005879			axonemal microtubule
